STATE/REGION,IMPORT_VAL,IMP_NAICS,IMP_NAICS_DESC,YEAR,IMP_LEVEL,GDP_CODE
SC,2095963,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2016,4,111-112
SD,1218510,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2016,4,111-112
TN,6835496,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2016,4,111-112
TX,40004415,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2016,4,111-112
UT,10975299,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2016,4,111-112
VA,15905983,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2016,4,111-112
VI,82164,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2016,4,111-112
VT,3783683,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2016,4,111-112
WA,61671111,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2016,4,111-112
WI,16318955,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2016,4,111-112
WV,134828,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2016,4,111-112
WY,286760,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2016,4,111-112
AK,184768,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
AL,4583973,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
AR,1780179,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
AZ,47915046,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
CA,237051475,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
CO,9115332,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
CT,4903060,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
DC,750229,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
DE,484999,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
FL,108112622,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
GA,14987689,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
HI,2217653,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
IA,3464381,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
ID,23495134,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
IL,38432443,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
IN,18536109,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
KS,1009522,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
KY,51459361,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
LA,1533229,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
MA,10557527,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
MD,32010988,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
ME,1728567,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
MI,14967536,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
MN,8116921,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
MO,2373477,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
MS,465093,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
MT,6176407,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
NC,398361670,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
ND,18587994,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
NE,555850,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
NH,17199993,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
NJ,88046589,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
NM,666715,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
NV,2853121,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
NY,148680117,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
OH,8077994,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
OK,520334,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
OR,47219160,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
PA,41581965,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
PR,23241687,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
RI,3601864,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
SC,2909331,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
SD,2016811,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
TN,19898884,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
TX,56871623,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
UT,10411430,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
VA,247229321,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
VI,41335,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
VT,30837002,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
WA,47270730,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
WI,14953867,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
WY,429709,1119,OTHER AGRICULTURAL PRODUCTS,2016,4,111-112
AK,864613,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
AL,3774395,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
AR,3456317,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
AZ,147492185,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
CA,656076498,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
CO,88836569,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
CT,6447582,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
DC,15817618,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
DE,210687,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
FL,985687415,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
GA,102700020,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
HI,7553268,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
IA,170146366,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
ID,14597773,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
IL,93723579,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
IN,17138165,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
KS,31670215,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
KY,57469548,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
LA,2736842,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
MA,269323116,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
MD,39864857,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
ME,49898187,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
MI,91386688,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
MN,194824841,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
MO,10896422,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
MS,619995,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
MT,8251779,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
NC,60855839,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
ND,14843685,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
NE,106794682,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
NH,4066846,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
NJ,196175974,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
NM,37742448,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
NV,14023827,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
NY,492643453,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
OH,41163861,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
OK,2960368,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
OR,48066400,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
PA,297056551,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
PR,2251807,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
RI,1049506,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
SC,10856424,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
SD,32939289,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
TN,13491030,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
TX,523934114,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
UT,166583053,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
VA,9112194,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
VT,4404445,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
WA,495985128,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
WI,165760464,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
WV,1095907,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
WY,2566101,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2016,3,111-112
AK,472848,1121,CATTLE,2016,4,111-112
AR,31875,1121,CATTLE,2016,4,111-112
AZ,138055959,1121,CATTLE,2016,4,111-112
CA,5737669,1121,CATTLE,2016,4,111-112
CO,34996951,1121,CATTLE,2016,4,111-112
CT,27000,1121,CATTLE,2016,4,111-112
FL,24000,1121,CATTLE,2016,4,111-112
GA,3045,1121,CATTLE,2016,4,111-112
IA,10911640,1121,CATTLE,2016,4,111-112
ID,2159654,1121,CATTLE,2016,4,111-112
IL,123416,1121,CATTLE,2016,4,111-112
IN,3356448,1121,CATTLE,2016,4,111-112
KS,17634638,1121,CATTLE,2016,4,111-112
KY,174840,1121,CATTLE,2016,4,111-112
LA,21464,1121,CATTLE,2016,4,111-112
MA,132015,1121,CATTLE,2016,4,111-112
MD,39944,1121,CATTLE,2016,4,111-112
ME,964800,1121,CATTLE,2016,4,111-112
MI,5657611,1121,CATTLE,2016,4,111-112
MN,101575323,1121,CATTLE,2016,4,111-112
MO,149249,1121,CATTLE,2016,4,111-112
MS,72653,1121,CATTLE,2016,4,111-112
MT,3919439,1121,CATTLE,2016,4,111-112
NC,30533,1121,CATTLE,2016,4,111-112
ND,954637,1121,CATTLE,2016,4,111-112
NE,97818673,1121,CATTLE,2016,4,111-112
NJ,14184955,1121,CATTLE,2016,4,111-112
NM,35259664,1121,CATTLE,2016,4,111-112
NV,10142842,1121,CATTLE,2016,4,111-112
NY,18097714,1121,CATTLE,2016,4,111-112
OH,8976089,1121,CATTLE,2016,4,111-112
OK,651198,1121,CATTLE,2016,4,111-112
OR,4808858,1121,CATTLE,2016,4,111-112
PA,162414307,1121,CATTLE,2016,4,111-112
SD,9955322,1121,CATTLE,2016,4,111-112
TN,64094,1121,CATTLE,2016,4,111-112
TX,396590536,1121,CATTLE,2016,4,111-112
UT,162642953,1121,CATTLE,2016,4,111-112
VA,7665,1121,CATTLE,2016,4,111-112
VT,228266,1121,CATTLE,2016,4,111-112
WA,340502962,1121,CATTLE,2016,4,111-112
WI,72887718,1121,CATTLE,2016,4,111-112
WV,5633,1121,CATTLE,2016,4,111-112
WY,1801015,1121,CATTLE,2016,4,111-112
AK,367990,1122,SWINE,2016,4,111-112
CA,1947941,1122,SWINE,2016,4,111-112
CO,327771,1122,SWINE,2016,4,111-112
IA,122038603,1122,SWINE,2016,4,111-112
ID,4088185,1122,SWINE,2016,4,111-112
IL,14575511,1122,SWINE,2016,4,111-112
IN,6873326,1122,SWINE,2016,4,111-112
KS,3754874,1122,SWINE,2016,4,111-112
KY,6888712,1122,SWINE,2016,4,111-112
MA,79160,1122,SWINE,2016,4,111-112
ME,42340,1122,SWINE,2016,4,111-112
MI,20837740,1122,SWINE,2016,4,111-112
MN,32163336,1122,SWINE,2016,4,111-112
MO,812676,1122,SWINE,2016,4,111-112
MT,2658299,1122,SWINE,2016,4,111-112
NC,429499,1122,SWINE,2016,4,111-112
ND,1922583,1122,SWINE,2016,4,111-112
NE,5232086,1122,SWINE,2016,4,111-112
NH,92608,1122,SWINE,2016,4,111-112
NJ,300236,1122,SWINE,2016,4,111-112
NY,1044282,1122,SWINE,2016,4,111-112
OH,6055279,1122,SWINE,2016,4,111-112
OK,26370,1122,SWINE,2016,4,111-112
OR,13891270,1122,SWINE,2016,4,111-112
PA,9316026,1122,SWINE,2016,4,111-112
SD,14210754,1122,SWINE,2016,4,111-112
TN,9652791,1122,SWINE,2016,4,111-112
TX,261532,1122,SWINE,2016,4,111-112
VT,18023,1122,SWINE,2016,4,111-112
WA,28916,1122,SWINE,2016,4,111-112
WI,31363115,1122,SWINE,2016,4,111-112
AL,2132258,1123,POULTRY AND EGGS,2016,4,111-112
AR,2286805,1123,POULTRY AND EGGS,2016,4,111-112
CA,6118215,1123,POULTRY AND EGGS,2016,4,111-112
FL,15890,1123,POULTRY AND EGGS,2016,4,111-112
GA,402145,1123,POULTRY AND EGGS,2016,4,111-112
IA,26725828,1123,POULTRY AND EGGS,2016,4,111-112
ID,206807,1123,POULTRY AND EGGS,2016,4,111-112
IL,723170,1123,POULTRY AND EGGS,2016,4,111-112
IN,4061447,1123,POULTRY AND EGGS,2016,4,111-112
KS,7026540,1123,POULTRY AND EGGS,2016,4,111-112
MD,259360,1123,POULTRY AND EGGS,2016,4,111-112
MI,8029645,1123,POULTRY AND EGGS,2016,4,111-112
MN,10381158,1123,POULTRY AND EGGS,2016,4,111-112
MO,5724734,1123,POULTRY AND EGGS,2016,4,111-112
MT,57232,1123,POULTRY AND EGGS,2016,4,111-112
NC,1755332,1123,POULTRY AND EGGS,2016,4,111-112
ND,1597208,1123,POULTRY AND EGGS,2016,4,111-112
NH,3161615,1123,POULTRY AND EGGS,2016,4,111-112
NJ,1895325,1123,POULTRY AND EGGS,2016,4,111-112
NM,140880,1123,POULTRY AND EGGS,2016,4,111-112
NY,4742611,1123,POULTRY AND EGGS,2016,4,111-112
OH,4207504,1123,POULTRY AND EGGS,2016,4,111-112
PA,6452196,1123,POULTRY AND EGGS,2016,4,111-112
SD,2060816,1123,POULTRY AND EGGS,2016,4,111-112
TN,465520,1123,POULTRY AND EGGS,2016,4,111-112
TX,182525,1123,POULTRY AND EGGS,2016,4,111-112
UT,5100,1123,POULTRY AND EGGS,2016,4,111-112
VA,458563,1123,POULTRY AND EGGS,2016,4,111-112
VT,1964665,1123,POULTRY AND EGGS,2016,4,111-112
WA,10420,1123,POULTRY AND EGGS,2016,4,111-112
WI,2095066,1123,POULTRY AND EGGS,2016,4,111-112
WV,972516,1123,POULTRY AND EGGS,2016,4,111-112
CA,25450,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
CO,350,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
CT,6536,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
FL,2220,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
ID,4368,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
IN,579,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
KY,13343,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
MA,29272,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
MD,398,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
ME,1355,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
MI,840,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
NJ,1585683,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
NY,156856,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
OH,83231,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
OR,2811,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
PA,16500,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
RI,17650,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
SC,5046195,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
TN,94855,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
TX,2683508,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
UT,526,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
VA,400,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
WA,2292,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
WI,16559,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2016,4,111-112
AK,14775,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
AZ,889276,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
CA,488878728,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
CO,10655835,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
CT,1833341,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
DC,15679882,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
DE,37901,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
FL,855987365,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
GA,96701977,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
HI,7000364,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
IA,123404,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
ID,932205,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
IL,31640411,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
IN,147535,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
KY,696107,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
LA,2218,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
MA,250378557,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
MD,36736409,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
ME,48129144,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
MI,1628249,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
MN,6594767,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
MO,3132890,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
MS,138887,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
NC,53048427,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
NH,69428,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
NJ,59512432,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
NM,3600,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
NV,1508692,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
NY,237029029,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
OH,12847405,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
OK,126581,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
OR,15195959,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
PA,15409696,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
PR,915719,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
RI,710706,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
SC,12215,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
TN,43166,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
TX,44351132,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
UT,1500288,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
VA,7000633,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
VT,1087394,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
WA,72478163,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
WI,9305490,1125,FARMED FISH AND RELATED PRODUCTS,2016,4,111-112
AK,9000,1129,OTHER ANIMALS,2016,4,111-112
AL,1642137,1129,OTHER ANIMALS,2016,4,111-112
AR,1137637,1129,OTHER ANIMALS,2016,4,111-112
AZ,8546950,1129,OTHER ANIMALS,2016,4,111-112
CA,153368495,1129,OTHER ANIMALS,2016,4,111-112
CO,42855662,1129,OTHER ANIMALS,2016,4,111-112
CT,4580705,1129,OTHER ANIMALS,2016,4,111-112
DC,137736,1129,OTHER ANIMALS,2016,4,111-112
DE,172786,1129,OTHER ANIMALS,2016,4,111-112
FL,129657940,1129,OTHER ANIMALS,2016,4,111-112
GA,5592853,1129,OTHER ANIMALS,2016,4,111-112
HI,552904,1129,OTHER ANIMALS,2016,4,111-112
IA,10346891,1129,OTHER ANIMALS,2016,4,111-112
ID,7206554,1129,OTHER ANIMALS,2016,4,111-112
IL,46661071,1129,OTHER ANIMALS,2016,4,111-112
IN,2698830,1129,OTHER ANIMALS,2016,4,111-112
KS,3254163,1129,OTHER ANIMALS,2016,4,111-112
KY,49696546,1129,OTHER ANIMALS,2016,4,111-112
LA,2713160,1129,OTHER ANIMALS,2016,4,111-112
MA,18704112,1129,OTHER ANIMALS,2016,4,111-112
MD,2828746,1129,OTHER ANIMALS,2016,4,111-112
ME,760548,1129,OTHER ANIMALS,2016,4,111-112
MI,55232603,1129,OTHER ANIMALS,2016,4,111-112
MN,44110257,1129,OTHER ANIMALS,2016,4,111-112
MO,1076873,1129,OTHER ANIMALS,2016,4,111-112
MS,408455,1129,OTHER ANIMALS,2016,4,111-112
MT,1616809,1129,OTHER ANIMALS,2016,4,111-112
NC,5592048,1129,OTHER ANIMALS,2016,4,111-112
ND,10369257,1129,OTHER ANIMALS,2016,4,111-112
NE,3743923,1129,OTHER ANIMALS,2016,4,111-112
NH,743195,1129,OTHER ANIMALS,2016,4,111-112
NJ,118697343,1129,OTHER ANIMALS,2016,4,111-112
NM,2338304,1129,OTHER ANIMALS,2016,4,111-112
NV,2372293,1129,OTHER ANIMALS,2016,4,111-112
NY,231572961,1129,OTHER ANIMALS,2016,4,111-112
OH,8994353,1129,OTHER ANIMALS,2016,4,111-112
OK,2156219,1129,OTHER ANIMALS,2016,4,111-112
OR,14167502,1129,OTHER ANIMALS,2016,4,111-112
PA,103447826,1129,OTHER ANIMALS,2016,4,111-112
PR,1336088,1129,OTHER ANIMALS,2016,4,111-112
RI,321150,1129,OTHER ANIMALS,2016,4,111-112
SC,5798014,1129,OTHER ANIMALS,2016,4,111-112
SD,6712397,1129,OTHER ANIMALS,2016,4,111-112
TN,3170604,1129,OTHER ANIMALS,2016,4,111-112
TX,79864881,1129,OTHER ANIMALS,2016,4,111-112
UT,2434186,1129,OTHER ANIMALS,2016,4,111-112
VA,1644933,1129,OTHER ANIMALS,2016,4,111-112
VT,1106097,1129,OTHER ANIMALS,2016,4,111-112
WA,82962375,1129,OTHER ANIMALS,2016,4,111-112
WI,50092516,1129,OTHER ANIMALS,2016,4,111-112
WV,117758,1129,OTHER ANIMALS,2016,4,111-112
WY,765086,1129,OTHER ANIMALS,2016,4,111-112
AK,672568,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
AL,20283528,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
AR,5230780,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
AZ,1468123,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
CA,200594780,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
CO,276493,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
CT,3954769,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
DC,59405,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
DE,5257556,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
FL,20810766,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
GA,103871733,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
HI,103935,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
IA,482508,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
ID,6844515,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
IL,148395613,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
IN,28225063,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
KS,1139433,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
KY,3717451,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
LA,183962691,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
MA,16588395,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
MD,24535252,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
ME,7295120,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
MI,15670908,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
MN,24977649,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
MO,11157342,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
MS,11993025,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
MT,1236197,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
NC,110969049,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
ND,566801,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
NE,3269278,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
NH,135546,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
NJ,289413191,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
NM,253349,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
NV,846980,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
NY,76084235,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
OH,23264460,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
OK,32832048,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
OR,21237209,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
PA,8191877,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
PR,508738,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
RI,404031,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
SC,258620723,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
SD,709222,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
TN,293785071,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
TX,25652647,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
UT,29354614,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
VA,130945893,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
VT,1506022,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
WA,53283098,113,"FORESTRY PRODUCTS, NESOI",2016,3,113-115
